TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source
E000026.001,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1800,Castle Rackrent,,,Gutenberg
E000027.001,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1798,Practical education,,,Gutenberg
E000027.002,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1798,Practical education,,,Gutenberg
E000028.001,,,,,Jonathan Edwards,,First Great Awakening,,,,"Isaac Newton, John Locke, Nicolas Malebranche, Cambridge Platonists",,48853,,smallpox,British America,Yale University,,Jonathan Edwards (Princeton Portrait).jpg,,,"theologian, philosopher, writer, slave holder",Princeton Cemetery,,,Calvinism,male,Sarah Edwards,,Jonathan Edwards,,,,,,"Edwards, Jonathan",,NA,Selected sermons,,,Gutenberg
E000029.001,,,,,Henry Fielding,,,,,,,27186,9400,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1751,Amelia,,,Gutenberg
E000030.001,,,,,Henry Fielding,,,,,,,27186,9400,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1742,Joseph Andrews,,,Gutenberg
E000030.002,,,,,Henry Fielding,,,,,,,27186,9400,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1742,Joseph Andrews,,,Gutenberg
E000031.001,,,,,Sarah Fielding,,,,,,,142782,9405,89a03a6a-b7d8-4378-98df-0753158d7562,,England,,,,,English,"writer, translator, novelist, literary critic",,,,,female,,,Sarah Fielding,,,,,,"Fielding, Sarah",,1749,"The governess; or, the little female academy",,,Gutenberg
E000032.001,,,,,Sarah Fielding,,,,,,,142782,9405,89a03a6a-b7d8-4378-98df-0753158d7562,,England,,,,,English,"writer, translator, novelist, literary critic",,,,,female,,,Sarah Fielding,,,,,,"Fielding, Sarah",,1749,Remarks on Clarissa,,,Gutenberg
E000033.001,,,,,David Fordyce,,,,,,,,9877,,,Great Britain,,,,,,"philosopher, theologian",,,,,male,,,David Fordyce,,,,,,"Fordyce, David",,1754,The elements of moral philosophy,,,Liberty Fund
E000034.001,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.002,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.003,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.004,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.005,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.006,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.007,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.008,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.009,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.010,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.011,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000034.012,,,,,Benjamin Franklin,,,,,,,90959,52466,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,NA,The works of Benjamin Franklin,,,Liberty Fund
E000035.001,,,,,William Godwin,"Philosophical anarchism, political philosophy",,,,"Things as They Are; or, The Adventures of Caleb Williams",,29234,10898,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,William Godwin by Henry William Pickersgill.jpg,,English,"writer, political philosopher, novelist, philosopher, journalist, science fiction writer",St Pancras Old Church,,,atheism,male,"Mary Wollstonecraft, Mary Jane Godwin",,William Godwin,,,,,,"Godwin, William",,1794,Caleb Williams,,,Gutenberg
E000036.001,,,,,William Godwin,"Philosophical anarchism, political philosophy",,,,"Things as They Are; or, The Adventures of Caleb Williams",,29234,10898,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,William Godwin by Henry William Pickersgill.jpg,,English,"writer, political philosopher, novelist, philosopher, journalist, science fiction writer",St Pancras Old Church,,,atheism,male,"Mary Wollstonecraft, Mary Jane Godwin",,William Godwin,,,,,,"Godwin, William, 1756-1836.",,1793,Political justice,,,Liberty Fund
E000036.002,,,,,William Godwin,"Philosophical anarchism, political philosophy",,,,"Things as They Are; or, The Adventures of Caleb Williams",,29234,10898,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,William Godwin by Henry William Pickersgill.jpg,,English,"writer, political philosopher, novelist, philosopher, journalist, science fiction writer",St Pancras Old Church,,,atheism,male,"Mary Wollstonecraft, Mary Jane Godwin",,William Godwin,,,,,,"Godwin, William, 1756-1836.",,1793,Political justice,,,Liberty Fund
