DocName,FileName,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance
E000003.001,E000003.001.txt,,,,,Jean Le Rond d'Alembert,"mathematics, mechanics",,,,"D'Alembert's paradox, d'Alembert operator, Encyclopédie",,24273,,,,France,,,"Jean Le Rond d'Alembert, by French school.jpg","Royal Society, Académie Française, Royal Prussian Academy of Sciences, French Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, Royal Norwegian Society of Sciences and Letters, Royal Swedish Academy of Letters, History and Antiquities, Academy of Sciences of Turin",French,"philosopher, mathematician, physicist, musicologist, translator, writer, music theorist, Encyclopédistes, engineer, astronomer, lexicographer",Catacombs of Paris,,"Luettelo Ranskan akatemian pääsihteereistä, seat 25 of the Académie française",atheism,male,,,Jean Le Rond d'Alembert,,,,,,"D'Alembert, Jean le Rond",,1766.0,An account of the destructions of the Jesuits in France,,,Gutenberg,28710,3995,0.1391501219087426
E000004.001,E000004.001.txt,,,,,Denis Diderot,performing arts,"Encyclopédistes, materialism",,,Jacques the Fatalist,"Aristotelis, Benedictus de Spinoza, Voltaire",25247,,4aa9616b-6b6c-429b-8077-0e4e0d61316f,,"Kingdom of France, France",,French people,Louis-Michel van Loo 001.jpg,"Royal Prussian Academy of Sciences, Russian Academy of Sciences, Saint Petersburg Academy of Sciences",French,"philosopher, novelist, essayist, Encyclopédistes, art critic, playwright, literary critic, correspondent, translator, historian, political scientist, lexicographer",Saint-Roch,,,atheist,male,Anne-Antoinette Diderot,,Jean Le Rond d'Alembert,Denis Diderot,,,,,"D'Alembert, Jean le Rond and Denis Diderot",,,Encyclopedic liberty: Political articles in the Encyclopedia of Diderot and D'Alembert,,,Liberty Fund,239579,14832,0.061908597998989894
E000005.001,E000005.001.txt,,,,,Jean Le Rond d'Alembert,"mathematics, mechanics",,,,"D'Alembert's paradox, d'Alembert operator, Encyclopédie",,24273,,,,France,,,"Jean Le Rond d'Alembert, by French school.jpg","Royal Society, Académie Française, Royal Prussian Academy of Sciences, French Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, Royal Norwegian Society of Sciences and Letters, Royal Swedish Academy of Letters, History and Antiquities, Academy of Sciences of Turin",French,"philosopher, mathematician, physicist, musicologist, translator, writer, music theorist, Encyclopédistes, engineer, astronomer, lexicographer",Catacombs of Paris,,"Luettelo Ranskan akatemian pääsihteereistä, seat 25 of the Académie française",atheism,male,,,Jean Le Rond d'Alembert,,,,,,"D'Alembert, Jean le Rond",,1751.0,Preliminary Discourse to the Encyclopedia,,,UMich,41561,4415,0.10622939775270085
E000006.001,E000006.001.txt,,,,,Francis Bacon,"philosophy, scientist, philosopher, politician",empiricism,,,,,103266,990.0,,pneumonia,Kingdom of England,,,Somer Francis Bacon.jpg,Gray's Inn,,"philosopher, writer, judge, politician, lawyer, astrologer",Hertfordshire,,"Member of Parliament in the Parliament of England, Attorney General for England and Wales, Member of the 1572-83 Parliament, Member of the 1584-85 Parliament, Member of the 1586-87 Parliament, Member of the 1589 Parliament, Member of the 1593 Parliament, Member of the 1597-98 Parliament, Member of the 1601 Parliament, Member of the 1604-11 Parliament, Member of the 1614 Parliament",Anglicanism,male,Alice Barnham,,Francis Bacon,,,,,,"Bacon, Sir Francis",,,Novum Organon,,,Liberty Fund,91139,7748,0.08501300211764448
E000007.001,E000007.001.txt,,,,,Cesare Beccaria,,Italian romanticism,,,,,,,,stroke,,University of Milan,,Cesare Beccaria.jpg,Accademia dei Pugni,,"philosopher, jurist, economist, criminologist",Mojazza Cemetery,,,,male,,,Cesare Beccaria,,,,,,"Beccaria, Cesare",,1764.0,An Essay on Crimes and Punishments,,,Liberty Fund,41094,4917,0.1196525040151847
E000008.001,E000008.001.txt,,,,,Aphra Behn,poetry,,,,"Oroonoko, The Forc'd Marriage, The Dutch Lover, Abdelazer, The Town Fop or, Sir Timothy Tawdry, The Rover, The Feign'd Curtizans, The City Heiress, The Luckey Chance, The Emperor of the Moon, The Widow Ranter, or, the History of Bacon in Virginia, The Younger Brother, or, The Amorous Jilt, The Fair Jilt, Agnes de Castro, or, the Force of Generous Love, Love-Letters Between a Nobleman and His Sister, The History of the Nun",,84296,1961.0,9392bd37-5d3e-4d97-952b-71b696d36ef1,,United Kingdom,,,Aphra Behn by Peter Lely ca. 1670.jpg,,English,"playwright, translator, poet, writer, novelist, feminist",Westminster Abbey,,,,female,,William Scott,Aphra Behn,,,,,,"Behn, Aphra",,1689.0,"The history of the nun; or, the fair vow-breaker",,,Gutenberg,23020,2945,0.12793223284100783
E000009.001,E000009.001.txt,,,,,Aphra Behn,poetry,,,,"Oroonoko, The Forc'd Marriage, The Dutch Lover, Abdelazer, The Town Fop or, Sir Timothy Tawdry, The Rover, The Feign'd Curtizans, The City Heiress, The Luckey Chance, The Emperor of the Moon, The Widow Ranter, or, the History of Bacon in Virginia, The Younger Brother, or, The Amorous Jilt, The Fair Jilt, Agnes de Castro, or, the Force of Generous Love, Love-Letters Between a Nobleman and His Sister, The History of the Nun",,84296,1961.0,9392bd37-5d3e-4d97-952b-71b696d36ef1,,United Kingdom,,,Aphra Behn by Peter Lely ca. 1670.jpg,,English,"playwright, translator, poet, writer, novelist, feminist",Westminster Abbey,,,,female,,William Scott,Aphra Behn,,,,,,"Behn, Aphra",,1688.0,Oroonoko; or the royal slave,,,Gutenberg,30273,3877,0.12806791530406633
E000010.001,E000010.001.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,1789.0,An introduction to the principles of morals and legislation,,,Liberty Fund,134900,6802,0.050422535211267605
E000011.001,E000011.001.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,525827,18901,0.03594528238374979
E000011.002,E000011.002.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,511584,20544,0.040157628072809155
E000011.003,E000011.003.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,535042,23514,0.04394795174958228
E000011.004,E000011.004.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,530845,23111,0.04353624881085816
E000011.005,E000011.005.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,550424,24703,0.04487994709533014
E000011.006,E000011.006.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,520373,19486,0.03744621646395951
E000011.007,E000011.007.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,560161,20530,0.03665017735972337
E000011.008,E000011.008.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,547874,22147,0.040423528037468466
E000011.009,E000011.009.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,553190,18338,0.03314955078725212
E000011.010,E000011.010.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,433966,26531,0.06113612587161206
E000011.011,E000011.011.txt,,,,,Jeremy Bentham,philosophy,utilitarianism,,,,,19245,2153.0,,,United Kingdom of Great Britain and Ireland,,,Jeremy Bentham by Henry William Pickersgill detail.jpg,,,lawyer,,,,atheism,male,,,Jeremy Bentham,,,,,,"Bentham, Jeremy",,,The works,,,Liberty Fund,120413,10874,0.0903058639847857
E000012.001,E000012.001.txt,,,,,Richard Blackmore,,,,,,,84981,2528.0,,,Great Britain,,,Richard Blackmore.jpg,,,"poet, physician",Boxted (St. Peter) Churchyard And New Churchyard,,,,male,,,Richard Blackmore,,,,,,"Blackmore, Richard",,1716.0,Essay upon wit,,,Gutenberg,9160,2110,0.23034934497816595
E000013.001,E000013.001.txt,,,,,William Blackstone,,,,,Commentaries on the Laws of England,,84983,2536.0,,,"Great Britain, United Kingdom",University of Oxford,,William Blackstone.jpg,13th Parliament of Great Britain,,"judge, barrister, university teacher, lawyer, politician, writer","St Peter's Church, Wallingford",Tories,"Justice of the Common Pleas, Justice of the King's Bench, Queen's Counsel, serjeant-at-law, Member of the 13th Parliament of Great Britain, Member of the 12th Parliament of Great Britain",,male,,,William Blackstone,,,,,,Blackstone,,1770.0,A commentary on the laws of England,,,Liberty Fund,1115119,33537,0.03007481712714069
E000014.001,E000014.001.txt,,,,,Jean-Jacques Burlamaqui,,,,,,,,,,,Republic of Geneva,,,Burlamaqui.jpg,"Council of Two Hundred, Conseil des Soixante, Chliine Root",,"philosopher, lawyer",,,,,male,,,Jean-Jacques Burlamaqui,,,,,,Burlamaqui,,1747.0,The principles of natural and politic law,,,Liberty Fund,621183,24997,0.04024095958839827
E000015.001,E000015.001.txt,,,,,Robert Burns,,Romanticism,,,"Auld Lang Syne, To a Mouse, Is There for Honest Poverty, Ae fond kiss, and then we sever..., Scots Wha Hae, Tam o' Shanter, Halloween, The Battle of Sherramuir",,104824,4093.0,,congenital heart disease,"Great Britain, United Kingdom",,Scottish people,Robert Burns 1.jpg,,,"songwriter, poet, writer, musicologist, farmer","St Michael's Church, Dumfries",,,,male,Jean Armour,,Robert Burns,,,,,,"Burns, Robert",,1796.0,Poems and songs of Robert Burns,,,Gutenberg,119018,14418,0.12114133996538339
E000016.001,E000016.001.txt,,,,,Hester Chapone,,,,,,,170103,5128.0,1604b929-5666-466a-a242-246cc1700d67,,,,,Hester Chapone.jpg,,,writer,,,,,female,John Chapone,,Hester Chapone,,,,,,"Chapone, Hester",,1774.0,Letters on the improvement of the mind,,,Gutenberg,43087,5308,0.12319261030009052
E000017.001,E000017.001.txt,,,,,Thomas Clarkson,,,,,,,120300,5545.0,,,United Kingdom of Great Britain and Ireland,,,Thomas Clarkson by Carl Frederik von Breda.jpg,,,"writer, politician, abolitionist",Suffolk,,,Anglicanism,male,,,Thomas Clarkson,,,,,,"Clarkson, Thomas",,1786.0,An essay on the slavery and commerce of the human species,,,Liberty Fund,51897,5701,0.1098522072566815
E000018.001,E000018.001.txt,,,,,John Cleland,,,,,,,170218,5595.0,,,Great Britain,,,,,,"writer, novelist",St Margaret Lothbury,,,,male,,,John Cleland,,,,,,"Cleland, John",,1749.0,Memoirs of a woman of pleasure,,,Gutenberg,84625,8262,0.09763072378138848
E000019.001,E000019.001.txt,,,,,William Wordsworth,,,mysticism,,The Prelude,,51644,29973.0,,pneumonia,"United Kingdom of Great Britain and Ireland, Great Britain",,English people,Wordsworth on Helvellyn by Benjamin Robert Haydon.jpg,,English,"poet, lyricist, writer","St Oswald's Church, Grasmere",,Poet Laureate of the United Kingdom,Anglicanism,male,"Mary Hutchinson, Annette Vallon",Annette Vallon,Samuel Taylor Coleridge,William Wordsworth,,,,,"Coleridge, Samuel Taylor and William Wordsworth",,1798.0,"Lyrical ballads, with a few other peoms",,,Gutenberg,21470,3741,0.17424312994876573
E000020.001,E000020.001.txt,,,,,Jean-Antoine-Nicolas de Caritat de Condorcet,mathematics,,,,Esquisse d'un tableau historique des progrès de l'esprit humain,,151955,,,intoxication,France,,,Nicolas de Condorcet.PNG,"Académie Française, Royal Swedish Academy of Sciences, French Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Accademia Nazionale delle Scienze detta dei XL, University of Cádiz, Academy of Sciences of Turin",French,"philosopher, mathematician, economist, politician, political scientist, sociologist, writer, biographer",Panthéon,Girondists,"member of the French National Assembly, Perpetual Secretary, seat 39 of the Académie française",atheism,male,"Sophie de Condorcet, Sophie de Grouchy",,Jean-Antoine-Nicolas de Caritat de Condorcet,,,,,,"Condorcet, Marie-Jean-Antoine-Nicolas Caritat, Marquis de",,1790.0,On the admission of women to the rights of citizenship,,,Liberty Fund,3937,1114,0.28295656591313184
E000021.001,E000021.001.txt,,,,,Jean-Antoine-Nicolas de Caritat de Condorcet,mathematics,,,,Esquisse d'un tableau historique des progrès de l'esprit humain,,151955,,,intoxication,France,,,Nicolas de Condorcet.PNG,"Académie Française, Royal Swedish Academy of Sciences, French Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Accademia Nazionale delle Scienze detta dei XL, University of Cádiz, Academy of Sciences of Turin",French,"philosopher, mathematician, economist, politician, political scientist, sociologist, writer, biographer",Panthéon,Girondists,"member of the French National Assembly, Perpetual Secretary, seat 39 of the Académie française",atheism,male,"Sophie de Condorcet, Sophie de Grouchy",,Jean-Antoine-Nicolas de Caritat de Condorcet,,,,,,"Condorcet, Marie-Jean-Antoine-Nicolas Caritat, Marquis de",,1795.0,Outlines of an historical view of the progress of the human mind,,,Liberty Fund,67857,6268,0.09237072078046481
E000022.001,E000022.001.txt,,,,,Erasmus Darwin,"medicine, botany, biology, poetry",,,,,,68143,7177.0,,,United Kingdom of Great Britain and Ireland,,,Portrait of Erasmus Darwin by Joseph Wright of Derby (1792).jpg,Royal Society,,"biologist, physician, botanist, physician writer, philosopher, entomologist, poet, physiologist, naturalist",,,,,male,"Mary Howard, Elizabeth Colyear","Mary Parker, Lucy Swift",Erasmus Darwin,,,,,,"Darwin, Erasmus",,1798.0,A plan of conduct for female education,,,TCP,40279,6894,0.17115618560540233
E000023.001,E000023.001.txt,,,,,Denis Diderot,performing arts,"Encyclopédistes, materialism",,,Jacques the Fatalist,"Aristotelis, Benedictus de Spinoza, Voltaire",25247,,4aa9616b-6b6c-429b-8077-0e4e0d61316f,,"Kingdom of France, France",,French people,Louis-Michel van Loo 001.jpg,"Royal Prussian Academy of Sciences, Russian Academy of Sciences, Saint Petersburg Academy of Sciences",French,"philosopher, novelist, essayist, Encyclopédistes, art critic, playwright, literary critic, correspondent, translator, historian, political scientist, lexicographer",Saint-Roch,,,atheist,male,Anne-Antoinette Diderot,,Denis Diderot,,,,,,"Diderot, Denis",,1749.0,Les Bijoux Indiscrets,,,Gutenberg,79250,8672,0.10942586750788644
E000024.001,E000024.001.txt,,,,,John Dryden,,,,,"The Wild Gallant, Essay of Dramatick Poesie",,25715,8108.0,,,Kingdom of England,,English people,"John Dryden (Richardson, c. 1730s).jpg",Royal Society,,"playwright, translator, poet, writer, literary critic, hymnwriter",Westminster Abbey,,Poet Laureate of the United Kingdom,Catholic Church,male,"Lady Elizabeth Howard, Lady Elizabeth Howard",,John Dryden,,,,,,"Dryden, John",,,The poetical works,,,Gutenberg,85497,10232,0.11967671380282349
E000024.002,E000024.002.txt,,,,,John Dryden,,,,,"The Wild Gallant, Essay of Dramatick Poesie",,25715,8108.0,,,Kingdom of England,,English people,"John Dryden (Richardson, c. 1730s).jpg",Royal Society,,"playwright, translator, poet, writer, literary critic, hymnwriter",Westminster Abbey,,Poet Laureate of the United Kingdom,Catholic Church,male,"Lady Elizabeth Howard, Lady Elizabeth Howard",,John Dryden,,,,,,"Dryden, John",,,The poetical works,,,Gutenberg,96855,10578,0.10921480563729286
E000025.001,E000025.001.txt,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476.0,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1801.0,Belinda,,,Gutenberg,178126,10549,0.05922212366527065
E000026.001,E000026.001.txt,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476.0,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1800.0,Castle Rackrent,,,Gutenberg,45141,5542,0.12277087348530161
E000027.001,E000027.001.txt,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476.0,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1798.0,Practical education,,,Gutenberg,111209,8639,0.07768256166317475
E000027.002,E000027.002.txt,,,,,Maria Edgeworth,essay,,,,"Belinda, Castle Rackrent, Comic Dramas, in Three Acts, Early Lessons, Essay on Irish Bulls, Frank: a Sequel to Frank in Early Lessons, Harrington, a Tale; and Ormond, a Tale, Harry and Lucy Concluded, Leonora, Letters for Literary Ladies, Moral Tales for Young People, Moral Tales, Patronage, Popular Tales, Practical Education, Readings on Poetry, Tales and Novels by Maria Edgeworth, Ormond, The Absentee, Tales of Fashionable Life, The Contrast, The Modern Griselda; a Tale, The Parent's Assistant, Tomorrow; or the Dangers of Delay, Works of Maria Edgeworth",,26159,8476.0,f518f16e-be58-467e-b47d-cd96b17eb772,,Ireland,,,Maria Edgeworth by John Downman 1807.jpg,,,"writer, essayist, novelist, children's writer",,,,,female,,,Maria Edgeworth,,,,,,"Edgeworth, Maria",,1798.0,Practical education,,,Gutenberg,102326,8068,0.07884604108437739
E000028.001,E000028.001.txt,,,,,Jonathan Edwards,,First Great Awakening,,,,"Isaac Newton, John Locke, Nicolas Malebranche, Cambridge Platonists",,48853.0,,smallpox,British America,Yale University,,Jonathan Edwards (Princeton Portrait).jpg,,,"theologian, philosopher, writer, slave holder",Princeton Cemetery,,,Calvinism,male,Sarah Edwards,,Jonathan Edwards,,,,,,"Edwards, Jonathan",,,Selected sermons,,,Gutenberg,70196,5811,0.08278249472904439
E000029.001,E000029.001.txt,,,,,Henry Fielding,,,,,,,27186,9400.0,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1751.0,Amelia,,,Gutenberg,215292,10023,0.046555375954517586
E000030.001,E000030.001.txt,,,,,Henry Fielding,,,,,,,27186,9400.0,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1742.0,Joseph Andrews,,,Gutenberg,64211,6963,0.10843936397190512
E000030.002,E000030.002.txt,,,,,Henry Fielding,,,,,,,27186,9400.0,,liver cirrhosis,"Great Britain, United Kingdom",,English people,Henry Fielding MET DP825191.jpg,,,"writer, journalist, jurist, judge, novelist, playwright, poet lawyer, magistrate, justice of the peace, short story",,,judge,,male,"Charlotte Craddock, Mary Daniel, Charlotte Craddock, Mary Daniel",,Henry Fielding,,,,,,"Fielding, Henry, 1707-1754.",,1742.0,Joseph Andrews,,,Gutenberg,72121,6810,0.09442464746745054
E000031.001,E000031.001.txt,,,,,Sarah Fielding,,,,,,,142782,9405.0,89a03a6a-b7d8-4378-98df-0753158d7562,,England,,,,,English,"writer, translator, novelist, literary critic",,,,,female,,,Sarah Fielding,,,,,,"Fielding, Sarah",,1749.0,"The governess; or, the little female academy",,,Gutenberg,50686,4606,0.09087321942942825
E000032.001,E000032.001.txt,,,,,Sarah Fielding,,,,,,,142782,9405.0,89a03a6a-b7d8-4378-98df-0753158d7562,,England,,,,,English,"writer, translator, novelist, literary critic",,,,,female,,,Sarah Fielding,,,,,,"Fielding, Sarah",,1749.0,Remarks on Clarissa,,,Gutenberg,16306,2974,0.18238685146571815
E000033.001,E000033.001.txt,,,,,David Fordyce,,,,,,,,9877.0,,,Great Britain,,,,,,"philosopher, theologian",,,,,male,,,David Fordyce,,,,,,"Fordyce, David",,1754.0,The elements of moral philosophy,,,Liberty Fund,75012,7825,0.10431664267050605
E000034.001,E000034.001.txt,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,126714,10514,0.0829742569881781
E000034.002,E000034.002.txt,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,125813,9640,0.07662165277038144
E000034.003,E000034.003.txt,,,,,Benjamin Franklin,,,,,,,90959,52466.0,,pleurisy,United States of America,University of Pennsylvania,Americans,Joseph Siffrein Duplessis - Benjamin Franklin - Google Art Project.jpg,"Royal Society, American Philosophical Society, Saint Petersburg Academy of Sciences, French Academy of Sciences, American Academy of Arts and Sciences, Pennsylvania Abolition Society, Société d'agriculture de Paris, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin",,"writer, politician, publisher, printer, political theorist, postmaster, inventor, political activist, statesperson, diplomat, dilettante, polymath, chess player, designer, musician, political philosopher, autobiographer, librarian, journalist, economist, physicist, editor, slave holder, freemason","Christ Church, Philadelphia",,"United States Ambassador to France, United States Ambassador to Sweden, United States Postmaster General, Speaker of the Pennsylvania House of Representatives, President of the Supreme Executive Council of Pennsylvania, ambassador",deism,male,Deborah Read Franklin,,Benjamin Franklin,,,,,,"Franklin, Benjamin",,,The works of Benjamin Franklin,,,Liberty Fund,125813,9640,0.07662165277038144
